paragraph,tag
"My dad bought his red Dodge Dakota truck in 1995. When he got the truck it had already hit a deer and two cows. Since he has owned it, its value has gone down considerably, even though he has spent more money fixing it than he paid for it. If it was worth as much money as it has cost to keep it running we could sell it and buy a new car. It is red with a stripe down one side-- yes, only one side, the other side has no stripe, I have no idea why this is. There is also a huge dent above the right hind wheel that occurred when a horse tried to jump in the back of the truck. The new, improved, revamped bumper is bent slightly down from the deer and other things that it has hit. The back of the truck is mostly full of my dad's horse shoeing stuff. It is in no way neat or in any kind of arrangement. There are always empty horseshoe boxes piled to the brim. Underneath the boxes, balls of twine are entangled in old non-usable horseshoes. If you get inside of the truck, you enter a whole different place than the outside world. Notice that I said if you get in; what I mean by this is you can't get in through the passenger side unless someone opens it from the inside. The driver's side door doesn't open all of the time, and when it does you can't possibly slam it hard enough to get it to shut all of the way. Most of the time the passenger side is overheaped with trash, mostly empty pop bottles and cans. Inside it usually smells like horses. My dad shoes horses for a living, so the smell is on him and then is transferred to the seats and anything else that he touches. Also, he keeps his apron in the cab of the truck and it definitely smells like horses. Once in a while when I get in, I get a sniff of a mixture of vinegar and dust. The smell of vinegar comes from the homemade fly spray that my dad makes, and the smell of dust is from all of the dirt that is that has gathered in the corners on the dash.",descriptive
"The ruckus from the bottom of the truck is unbearable, because of the noise and excessive shaking. As we slowly climbed the mountain road to reach our lovely cabin, it seemed almost impossible to reach the top, but every time we reached it safely. The rocks and deep potholes shook the truck and the people in it, like a paint mixer. Every window in the truck was rolled down so we could have some leverage to hold on and not loose our grip we needed so greatly. The fresh clean mountain air entered the truck; it smelt as if we were lost: nowhere close to home. It was a feeling of relief to get away from all the problems at home. The road was deeply covered with huge pines and baby aspen trees. Closely examining the surrounding, it looks as if it did the last time we were up here. We slowly crept around the corner, finally sneaking a peek at our cabin. As I hopped out of the front seat of the truck, a sharp sense of loneliness came over me. I looked around and saw nothing but the leaves on the trees glittering from the constant blowing wind. Catching myself standing staring around me at all the beautiful trees, I noticed that the trees have not changed at all, but still stand tall and as close as usual. I realized that the trees surrounding the cabin are similar to the being of my family: the feelings of never being parted when were all together staying at our cabin. As I walked closer to the cabin, which has been abandoned since last summer, I noticed certain materials are stored away, for the winter, such as the grill, which is taken off the hinges around the fire pit, and put underneath the cabin deck. The canoe is upside down and tightly snugged underneath the cabin deck. I also noticed the picnic tab. I've realized that the cabin reassures the family bond, we have so greatly between each other, and gives the family hope that we can always have a place where the family, as one, is welcomed. Although we live in different cities, this place gives me the belief that my family will always be there. When the whole family is up at the cabin, it seems as if nothing has changed, as if the pine trees have not grown apart, or any taller. The pine trees drop their children pinecones right next to the parent, never being able to leave. This symbolizes the feeling I get about my family while being up in the mountains at our cabin.",descriptive
"When people discuss Naples and describe the sights, they usually just mention the beach, Fifth Avenue, and the swamp. To the people who live here and experience the unseen places, there is much more. There is one place I particularly like. That is Horseshoe Lake and it is a lake where some of the greatest fishing experiences occur that include catching large fish and relaxing with a friend.",descriptive
"Nestled in the foothills of northern Maine sits a beautiful scenery of flowers, animals, insects, birds. Amongst these organisms a beautifully constructed log cabin of monumental size is nestled in the distance. Much of the land that is surrounding the log cabin has never been touched or even seen by man, but I feel like that is about to change. Many of the animals not ever seeing a human being in their life time are oblivious to humans and foolishly getting themselves in trouble. Much of the time I have spent there is during the summer times with my family. My family is an important part of my life, I have grown to have a close relationship with my grandfather and father and that is something that I could be losing. Most of the surrounding cabins are destroyed now. Logging. We are now in jeopardy of losing our cabin as well and all the family ties, tradition, relationships and secrets will all be lost if our cabin is destroyed. I need that cabin to stay because without it much of my childhood memories of my grandfather will be lost forever.",descriptive
"Assisi is a town located in the province of Perugia and Umbrian region of central Italy. It is located at the foot of Monte Subasio, which is 1300 feet or 400 meters above sea level. The narrow, winding streets and the surrounding city walls are indicative of the region's medieval history. Although the town is primarily known as the birthplace of St. Francis, it was an important location for the Umbrians, Etruscans, and Romans. As an ancient Umbrian center, the townspeople fought with the neighboring Etruscan cities. In 89 BC, Assisi became a confederated Roman city and a municipium named Asisium. Today the remains of the Roman forum, the amphitheater, and most noticeably the Temple of Minerva serve as a testament to this city's ancient Roman origins. In the early Middle Ages, the town was subject to the dukes of Spoleto, and in the 12th century, Assisi became an independent commune involved in internal disputes and wars with Perugia. It joined the Papal States in the 16th century and the Italian kingdom in 1860. The medieval architecture and religious artwork left by the various inhabitants of Assisi have given this town a timeless quality. Although it is a town of the twenty-first century, millions of tourists and religious pilgrims flock to the area seeking simplicity, reflection, and peace.",descriptive
"When we are young, most of us are somewhat naive. We are inherently taught that good will always triumph over evil. A courthouse is the forum where evil should be dealt with. But, in reality, this is seldom the case. The county courthouse looks like a typical courthouse. The courthouse itself looks like a place where justice is served. It is a Romanesque building, three stories high, with large pillars in the front. Ivy grows up one side of the building. The green grass in the courtyard is immaculately kept. The United States flag flies high above the building. Etched in stone on the front wall of the courthouse are the words"" truth, justice, and liberty."" This is a place where one should feel truly safe. As I walk inside the cold and quiet building, a young woman is talking with the circuit court clerk. She is very innocent looking, with blond hair and a petite figure. She seems to be getting more upset by the second. The young lady finally erupts, yelling and almost crying. Her ex-husband has not paid her child support in month, and she cannot buy diapers for her baby. The clerk tells her that nobody can do anything about it until he is six months behind in his support. After five more minutes of intense arguing, the young lady, now engulfed in tears, leaves. The clerk shrugs and turns around. The building seems colder upstairs. There almost seems to be a dampness in the air. Down a corridor there are empty offices and paintings of important looking people. I recognize two of them as Washington and Jefferson. In between them is a copy of the constitution. As I read it I chuckle, and wonder if this government is really what they had in mind. Farther down the hall I hear voices. The general court is in session. Inside the courtroom, a scruffy-looking man is in front of the judge. He has been charged with public intoxication and resisting arrest. He does not seem nervous; he has probably done this before. I assume he will be put in jail for a little while, at the least. The judge tells the man that he does not want to see him in court.",descriptive
"My mom and I were cleaning up our attic this weekend, and in the process I found all sorts of old junk that I had forgotten about. Of course, I wanted to keep everything I saw; otherwise, I would not have stashed it there in the first place. But after standing over me and prying my hands off of every item that I encountered, my mom finally convinced me to haul all of my broken treasures to the Dump. I wince at the thought of having to brave the ever-present gloom that reigns there. The Dump is a strange and repulsive place, where people tend to bury the human spirit along with their refuse.",descriptive
"Piazzetta Vescovato is not just the prettiest square in the heart of Brescia’s historic downtown. Piazzetta Vescovato is a powerful symbol. Nested between Corso Zanardelli and Via Trieste, this little site has been a meaningful part of the lives of generations and generations of Bresciani (inhabitants of Brescia). Half a century ago, la piazzetta(as I like to call it) witnessed the horrors of the Second World War, when frightened people stepped on its sanpietrini(those little cubic stones that made up the pavement of medieval European streets), attempting to escape the Nazi soldiers or to reach a rifugio,an underground cellar that offered protection from the bombs thrown down by German planes.",descriptive
"My mind was empty and full of boredom, and the only way to satisfy this void was to draw. It was midday at my house, and my four-year-old attention span was not able to handle not drawing. I scurried around my parent’s office looking for the holy grail of colors and found it in the waxy smell of Crayola crayons: a magnificent, bright, and vivid pack of 12 colors. I began my search for the last piece of the puzzle--the white copy paper to draw on. Searching for what seemed like forever (most likely a minute), I gave up and began another exploration. I scouted for my mom, who I found talking to someone on the phone and too busy to help me. This dilemma became a devastating blow. With no one to help me look for paper, I needed to take action and exterminate this problem! Walking down the hallway of the house with crayons in hand, I came across a wall of pure white. I looked up and down the wall, realizing I had an opportunity here to do something different. The wall seemed to draw me in; I reached out with a crayon in my tiny little hand. Within minutes, a chaotic mess of colors covered the wall, and as the deed was done, a wonderful feeling of destroying my boredom filled me. I gazed at my gorgeous masterpiece and, at the time, concluded that my landscape looked impressive. Wanting my mother to see my work, I tugged on the side of her shirt and led her to the once white wall. She stood there in astonishment at the taboo I had just committed. However, when my mother found out what I did, she did not get angry or yell at me; she accepted this odd way of thinking and creativity. This is how my creativeness as an artist truly began.",descriptive
"The sound of the wheels from a skateboard on the pavement rattles my head. The only thing stopping the pounding noise was the slight breeze of air that flew through cooling down all the noise. Blowing through the blue curls in my hair the wind covered my ears. No worries could reach me in this moment. The excitement to get to the library kept me flying down the road. I could already imagine the smell in the air of old paperback books enveloping my nose. Getting to run my fingers over new books hard spines that hold the forever stories together.I 'm lost. This girl with the blue hair is not me--she is whom I wish to be. Annaleah is who she is and she shows the true me when I dont have the ability. I am the girl with my face plastered on every street corner light pole that Annaleah flew past on her skateboard. I 'm missing and I can 't find myself, my brain is so clouded, I went missing. The girl in my head with the blue hair always picked at my brain. She is the girl I created when I was just a freshman in high school. The only thing I relate to are the spines on the books the blue haired girl wants to run her fingers over. However, not the spines of new books. I’m the spine of an old book that resembles rubber as it can bend. All up and down the spine are cracks where the book was opened and shut and tossed aside while cleaning, bent, worn out, causing the ability to see what the spine is made of. Picking at it until the feeling of rubber from the glue used to keep the book together starts to crumble and stick into the crevice of your fingernails. I am a rubber spine, I avoid my responsibilities, wishing to be a character I made up in my head.",descriptive
"The photo—which my mama now held lovingly in her grasp—I hadn’t realized sat encased in an actual silver frame. When I had touched the frame to draw it close so I could take better look, a shock of static electricity pierced through me. The sudden surge of energy making a snapping, popping sound as an arching bluish bolt of lightning jumped from the metal to my finger tips. “Ouch,” I muttered as I quickly reeled my hand back before touching my fingertips to my lips.
“Oh, did it get you?” my mama asked after having heard the sound and possibly even having saw the spark strike before I jumped back. “Yeah, you’ve got to watch out for that in this house. These old carpets still carry one heck of a charge. I used to get shocked like that all the time when I was a little girl. So… Well, you’ll get used to it. You’ll have to get used to a lot of weird things around here but I think you’ll be okay.” I hadn’t realized at the time what my mama might have hinted at. And honestly, until I sat down and started writing this memoir I hadn’t realized much of anything she’d been hinting at about Mt. Harrison, my grandmother’s house, or what might ultimately happen to me here.You’ll have to get used to a lot of weird things around here, yeah—I’d say that was an understatement. Just then my Step Daddy Cade came walking up from behind the two of us after having been somewhere else in the house and he said, “I’m gonna finish unhookin’ the trailer then head back into the village to go to one of those supermarkets we’d passed. I’ll get some food for the refrigerator and some things for the house. I didn’t see any shit-tickets when I checked out the bathrooms, so I know we’ll at least need that.”",descriptive
"I have always found it fallacious that so many people feel the need to speak about someone and assume things that are completely inaccurate. As an older brother I have I had alot of responsibities, so sometimes I babysit my little Brother who is 3 years old. However everytime I go out in public with my little Brother people always assume that he’s my son. I never get frantic but every now and then someone will make an absurd comment that I would not be so kind to. I remember one weekend day after taking my brother to the park, we decided to go to Jack In The Box. When we ordered our food I felt like there were these two ladies staring at me from their table. As me and my Brother sat down at our table to wait patiently for our food, I overheard the same two ladies gossiping while still staring at me. They were staring as though aliens just landed in front of them. Then one of the ladies had the audacity to come up to the table where we were sitting. She told me in a rude manner that I looked to young to have a child, and this would be the biggest mistake that I ever made. At that very moment I felt so disrespected and enraged with this women 's ignorant comment. After deciding to keep my composure I corrected her by saying that I was with my little brother and that she couldn’t have been more abrupt with her remarks. At the end she knew that she was wrong but refused to apologize and instead stormed off with her friend. This would not be the first nor the last time someone would choose to make a rude comment and assume that I am my little brothers Father. Even if I was his father, no one should feel the need to judge, because there are young parents who do the best they can for their child.",descriptive
"Driving with my dad those countless hours gave me plenty of time to say goodbye, but I just couldn’t form the words. So instead when pestered each other with our normal banter, annoying each other with pun filled jokes that incited a groan instead of a laugh. My dad filled the time with stories, telling me about his childhood, his father, and grandfather who I never had the pleasure to meet. At that time, though I never actually said goodbye or how much I’d miss him, this was in a way our way of saying it without actually speaking. Yes, we’d see each other again, but they’d be spread thin, mostly in the summer months when school was out, but I was used to making him breakfast in the mornings as we each got ready, him for work and me for school. I was used to greeting him when he came in the door with a witty comment and a hello that would cause him to roll his eyes. I was used to helping him making dinner and listening to him purposely butchering the lyrics to my favorite songs. These things were a part of my everyday life and when we reached our destination they no longer would be. We reached Texas and our hotel in the middle of the night and nobody had the energy to say or do anything but climb in bed and sleep. Tomorrow would be the day we saw my father new abode, tomorrow would be the day which we would move him into a new home inhibited only by him. The morning was a blur of packing up the little we’d unpacked, eating breakfast, and climbing back into the cars we’d become so accustomed to and heading off to a new chapter of life. The apartments which my father had chosen were nothing special, but my dad stated, “As long as I have a roof over my head, walls, and a bed. I’ll be fine.” ",descriptive
"On a stormy night in January 1878, an angry mob of citizens gathered in Carrollton, Alabama with one purpose in mind. Even though the wind blew hard and thunder roared, their eyes were locked on a single window in the courthouse and their cries for justice kept them from hearing the coming storm. They were there to get revenge from the man who had burned the symbol of their recovery from Yankee defeat (Windham and Fish 64). A suspect had been arrested on circumstantial evidence and was being held in the attic. Henry Wells, the accused, watched the crowd grow from the window upstairs. He was terrified that his life might end before the night was over. What happened next assured him that at least his story would survive. A sudden flash of lightning captured the image of his face in the garret window of the Pickens County courthouse. Many believe it is a visual reminder of the threat Wells shouted from the attic, “If y’all come up here and kill me, I’ll haunt you for the rest of your lives. I swear” (Johnson)! The legend of the face in the courthouse window is about a community who reacts to similar disasters with determination, exaggerated expectations and superstition instead of logic. The Face in the Courthouse Window has become one of the most interesting mysteries in Alabama and is the most famous thing about Carrollton, Alabama. Carrollton became the county seat of Pickens County in 1830. The first courthouse was burned by Union soldiers in 1865. Citizens united together to rebuild the courthouse shortly after the war even though money, material and labor were hard to find. They had to sacrifice to rebuild the courthouse (Windham and Fish 64).",descriptive
"On the Thursday morning of March 15, 1781 in North Carolina, the Battle of Guilford Courthouse took place. The Battle of Guilford Courthouse is part of the American Revolution that took place between 1775 and 1783. This battle was between the British and the Americans because the Americans no longer wanted to be governed by the British. They believed that they could run the country by themselves without England’s help. Although most of the battles during the American Revolution took place in the North, the Battle of Guilford Courthouse took place in the woods and fields of Greensboro, North Carolina. The Americans were backed up by the French and the British campaigned in hopes of recruiting American colonists who were still loyal to Great Britain. Major General Lord Charles Cornwallis led approximately 1,900 veteran regulars and German allies into battle. 4,500 American militia and Continentals were led by Major General Nathanael Greene. The militia are made up of mostly farmers who were unprofessional and were only temporarily and were used in times of emergency. The British wore red coats and bearskin, leather, tricorn hats depending on what their job was. The Americans weren’t as well dressed as the British, but they tried their best to look nice. They were dresses in various uniforms and an array of country clothes. As the war progressed, the Continentals began to wear blue uniform coats, but the militia kept their other clothes. Continentals are men that are three year enlistees in the regular army. Both the British and the American were armed with guns and muskets, but the Pennsylvania regiments had long, small caliber, rifled weapons that they carried.",descriptive
"Tuesday morning was an exciting, yet scary day to get started. The night before I was scouring the web, trying to figure out all the details I needed to know such as how to get there, the court schedule that morning, what time I had to leave my apartment, what I had to take note of while I was there, etc. I did not want to waste my time being clueless at the courthouse not knowing where to go when I had an assignment to accomplish. I wanted to be prepared for anything because I did not know what to expect. Growing up, I watch television shows like Law & Order: SVU, Suits, and How to Get Away with Murder, but never have I ever been to an actual courthouse and observed a case or hearing. It was a long walk to the Link light rail station, but a beautiful Tuesday morning. Commuters left and right starting their day and minding their own business, while they wait for their stop. The ride was fast and the walk was just across the street. Arriving just a little before 9:30 am, I went through security and asked where I could find the daily schedule. While reviewing the schedule, I met another guy in the same class named Phoenix. The both of us assumed that we were late for most cases that started at 9 am. Therefore, we decided to attend the only case we saw on the schedule for 9:30 am in Room E-960. Not knowing what the letter or numbers meant, we asked the guard where the room was. “Ninth floor, East Wing,” he muttered in a deep voice.",descriptive
"The cause and effect of drugs seems like an easy topic to write about, you take drugs to get high and the effect is that it screws up your life. Well, thats just stating the obvious. My story is slightly more unique than that. I started drugs because I was not satisfied with the everyday life. Life was just too boring and routine for me. My sophomore year of high school I discovered my brother's ADHD medication, Adderal. My first experiences with Adderal were pure satisfaction. Take enough of the drug and you will sit in one spot for 8 hours talking your head off and it will feel as if it was only one hour. It was the most content feeling i have ever experienced in my life. Adderal effects everyone differently, most just feel that satisfying buzz but for me it was so much more. I hallucinated, the best description I can give is the scene in the movie, Fear and Loathing in Las Vegas when the main character Hunter S. Thompson does Acid. My favorite hallucination was one night after taking five 15 mg pills, I was sitting on my bed observing my room come to life, all the inanimate objects began to move. Electric tape held up a picture my friend a drawled for me on my wall. The electric tape left the picture and crawled across my room wall then across my floor like an inch worm. The hallucinations I witnessed were mesmerizing. I was terrifying that I was actually seeing these things but at the same time I couldn’t look away.",cause and effect
"In today’s society, divorce is more the norm than ever before. Forty percent of all marriages end in divorce. Divorce defined by Webster is the action or an instance of legally dissolving a marriage [1]. Divorce itself is both a cause and an effect. Some of the causes of divorce include the lack of money, sexual indiscretion and the ease of getting a divorce. These are some of the most common causes of divorce. Further, the effects of a divorce seem insurmountable when comparing the grief it causes on both parties. This paper will describe some of the causes and effects of a divorce. Many people cite money as a cause of divorce. In fact, the statistics of a survey conducted by Citibank on divorce in the United States suggested that more than fifty percent of divorced couples cited money problems as the cause of their divorce [2]. I believe that money has a role in society and in marriage. However, the lack of money does cause discord between a married couple. This can be referred to as financial incompatibility, which is based on the views that each partner has of the partnership of marriage from a financial viewpoint [2]. Further, he/she should also think about the effects of divorce on their financial situation. Also, they should know that divorce does not solve financial problems. Instead, the divorce must be paid for and the divorced couple must now set up two households instead of one. Further, This is a classic example of why divorce is not necessary and sex indiscretion is. Sexually indiscretion is the second leading cause of divorce. Sexually indiscretion should never happen if you truly love your mate. When you commit sexual indiscretion you’re sending out a signal that you mate is not enough for you. In doing this you break a bond between you and your mate. The effect of sexual discretion is diverse stating. This will lead to a lack of trust between both parties involved. This particular bond once broken can not be mended in most cases. However, when sexually indiscretion is committed a divorce is inevitable. Once a divorce is inevitable due to sexual indiscretion it is easierly attained. In the opinion of some, the no-fault divorce laws have led to the increased rate of divorce. The increase is contributed to the inexpensiveness of getting a divorce, because of the no-fault laws.",cause and effect
"People have been deforesting the Earth for thousands of years, primarily to clear land for crops or livestock. Although tropical forests are largely confined to developing countries, they aren’t just meeting local or national needs; economic globalization means that the needs and wants of the global population are bearing down on them as well. Direct causes of deforestation are agricultural expansion, wood extraction (e.g., logging or wood harvest for domestic fuel or charcoal), and infrastructure expansion such as road building and urbanization. Rarely is there a single direct cause for deforestation. Most often, multiple processes work simultaneously or sequentially to cause deforestation. The single biggest direct cause of tropical deforestation is conversion to cropland and pasture, mostly for subsistence, which is growing crops or raising livestock to meet daily needs. The conversion to agricultural land usually results from multiple direct factors. For example, countries build roads into remote areas to improve overland transportation of goods. The road development itself causes a limited amount of deforestation. But roads also provide entry to previously inaccessible—and often unclaimed—land. Logging, both legal and illegal, often follows road expansion (and in some cases is the reason for the road expansion). When loggers have harvested an area’s valuable timber, they move on. The roads and the logged areas become a magnet for settlers—farmers and ranchers who slash and burn the remaining forest for cropland or cattle pasture, completing the deforestation chain that began with road building. In other cases, forests that have been degraded by logging become fire-prone and are eventually deforested by repeated accidental fires from adjacent farms or pastures. Although subsistence activities have dominated agriculture-driven deforestation in the tropics to date, large-scale commercial activities are playing an increasingly significant role. In the Amazon, industrial-scale cattle ranching and soybean production for world markets are increasingly important causes of deforestation, and in Indonesia, the conversion of tropical forest to commercial palm tree plantations to produce bio-fuels for export is a major cause of deforestation on Borneo and Sumatra. Although poverty is often cited as the underlying cause of tropical deforestation, analyses of multiple scientific studies indicate that that explanation is an oversimplification. Poverty does drive people to migrate to forest frontiers, where they engage in slash and burn forest clearing for subsistence. But rarely does one factor alone bear the sole responsibility for tropical deforestation. State policies to encourage economic development, such as road and railway expansion projects, have caused significant, unintentional deforestation in the Amazon and Central America.",cause and effect
"Stereotyping, which can be used positively and negatively, is something everyone uses every day; it is found in our humor, how people describe one another, and beliefs. People stereotype without knowing it; it is a way we use to help us understand a group. The problem with stereotyping is that it’s a self –opinion about a group, not an individual. Everyone has their own unique and distinct personalities, just as everyone has their own fingerprints so it is unfair to be judged quickly by people who do not know others as an individual. Everyone is a victim of stereotyping and have stereotyped before. It is a worldwide issue that can be easily solved yet it continues every day. The causes of stereotyping come from many places, a major influence is the media, it portrays stereotyping in the movies, the news, and many other ways, but people mostly learn from what others say. Most stereotypes are determined by appearances; the way groups, culture, or genders look and act are very different from each other (Macrae, Neil. Stereotypes & Stereotyping. New York: Guilford Press, 1996). Appearances are a major part in stereotyping because certain groups have looks to them that people identify them with. When one sees someone or some group looking different from what they believe is normal, they quickly categorize them from what they learned on TV or the news. Women are seen as fragile, obsessed with their looks and are clean freaks. Although this is not entirely true, stereotypes of women are still apparent today (Heights). Even when women are becoming stronger, there are still those remarks about how weak and fragile they are. These stereotypes have a long history, making old habits hard to break. Teens are stereotyped constantly by adults.",cause and effect
"In the state of Washington, pedestrians have always had the right of way. However, the recent enforcement of this law is causing traffic problems citywide. Traffic tends to come to a screeching halt without any warning. I was driving North on Nevada Street in Spokane, three of four lanes of traffic had stopped to allow a man and a young child to cross the street, the fourth lane of traffic had not stopped. Finally a car in that fourth lane of traffic stopped, causing the car behind it to slam on the brakes, literally coming to a screeching halt. Had the man and child started across the street and the screeching car not been able to stop, it would have hit the already stopped car pushing it forward, hitting the man and child. Pedestrians crossing the street are in more danger now that the law in being enforced, then they previously had been. The enforcement of this law has increased the risk to both drivers and pedestrians.",cause and effect
"It is important to take the subject of suicide seriously. It doesn't seem right that a teenager, who has lived for such a short time, would choose to die, but those who can't get over their depression sometimes do. Teen suicide is the third leading cause of death for young people aged 15 to 24 and the fourth leading cause of death for persons between the ages of 10 and 14 and it seems to be on the rise. Only accidental deaths and homicide follow it. Some experts believe that many ""accidental"" deaths are actually suicides. According to a 1991 Center for Disease Control and Prevention study, 27% of high school students thought about suicide, 16% had a plan and 8% made an attempt. Suicide affects teens of all races and social standing. Boys commit suicide more often than girls do. It could be because it's easier to get the tools for suicide, boys usually use firearms and girls often use pills so since the gun is more deadly, boys complete suicide. Over the past 15 years, the rate among girls has scarcely changed, but the rate among boys has tripled. Also, the rate among non-white males, even though it's still lower than the white male rate, has been rising most quickly of all. Suicide remains the second leading cause of death among whites after accidents and the third among blacks after homicides and accidents. Teen suicide is now considered a national mental health problem. The main two causes for teen suicide is the mental disease of depression and family problems. 90% of teen suicide victims have at least one diagnosable, active psychiatric illness at the time of death, which is most often depression, substance abuse, or behavior disorders. Only 33-50% of victims was known by their doctors as having a mental illness at the time of their death, and only 15% were in treatment at the time of death. The pressures of modern life are greater these days and competition for good grades and college admission is difficult which are extra stresses on already unsure teens. Some even think it's because there is more violence in the media. Lack of parental interest may make them feel alone and anonymous.",cause and effect
"Can you remember the last time someone lied to you? Or how about the last time you lied to someone else? Did you ever stop and ask yourself why? There are so many different reasons that a person might lie. Maybe a lie about something to keep oneself out of trouble, or even a lie to impress other people. But either way there are always going to be serious consequences or effects of lying. People lie everyday to, in someway or another, keep themselves out of trouble. Many teenagers will lie to their parents about what they are doing for the evening, how much of their homework they have done, or how that glass vase got broken while they were out of town. We even lie to our significant others about who that other boy was that called the house or what exactly we did with our friends last night. All anyone is trying to accomplish by this is to stay out of trouble when we know we’ve done wrong. But we never think of the effects of lying. Although we think we’re being sly, parents are usually smarter than we give them credit for! And eventually our boyfriends and girlfriends will find out! Then the problem becomes the issue of trust. If you lie, there is no trust. That can be one of the serious consequences of lying. How about lying to impress other people? More common in children and teenagers, we lie to make others think we’re cool. And when you really think about it, that’s the part that’s not cool! Most young people care too much about what other kids think. Everyone always wants to fit in with the crowd so they lie about things to make them fit in. What happens when the plan backfires? The downside effect would be that once people know that you are constantly lying to them, they wouldn’t think you’re cool at all.",cause and effect
"There is little doubt that animals raised on small-scale diverse farms are apt to be healthier. When allowed to range freely, particularly in organically maintained yards and pastures, they receive more exercise, their diet is more varied and they are exposed to commensal bacteria that help exclude, and build resistance to, harmful pathogens. Some organic practitioners also argue that free-ranging animals actively seek out plants with medicinal properties that can build their resistance to illness, When Livestock production is carried out on a scale that suits the global market, however, huge numbers of animals are kept in tightly confined conditions, and the potential for disease outbreaks is much higher.. The important considerations of animal welfare aside, these methods lead to 
the rampant use of antibiotics, which poses a significant health risk, not only for the livestock, but for consumers as well, since antibiotic residues can remain in meat and milk. Roughly half the 25,000 tonnes of antibiotics produced in the United States are used in the raising of animals for human consumption. There are other reasons for concern about the overuse of antibiotics in giant livestock operations. Some 40 to 80 percent of the antibiotics used in farming are thought to be unnecessary even under factory conditions, as 80 percent of their use is as a preventative measure and for growth promotion. Overuse has already rendered some drugs ineffective and may even make some strains of bacteria untreatable.",cause and effect
"The United States is facing an epidemic of seriously violent crimes in middle schools and high schools across the country. At least fifty people have died due to a series of high school shootings. These shooting rampages have occurred across the United States in 13 cities ranging from Pennsylvania to southern Mississippi and to western California. Just when the murder rampages seem to be subsiding, another tragedy occurs. Preventive measures have been taken by the government and school systems. For instance, in 1994, Congress passed the Drug-Free Schools and Community Act, which provides for support of drug and violence prevention programs. However, these programs have not been effective in taming the ferocious dispositions of the particular young kids who have participated in these shooting rampages. Therefore, parents, school officials, and the government are still left wondering what is the cause of the horrific violence and how can they solve the problem. A widely accepted cause of the murders committed by children is violence in the media. The parents of three students killed at a high school in Padukah, Kentucky filed a $130 million lawsuit against the entertainment industry because they believe that violence in the media inspired the boy, Michael Carneal, who killed their children (""Media""). To some extent, these parents are correct in their assumption. On average, children watch television 16 to 17 hours per week, beginning as early as age 2 (Strasburger 129). Furthermore, when video games are added, some teenagers may spend as many as 35 to 55 hours per week in front of the television set (Straburger 129). Within these many hours of television viewing, there are many violent scenes.",cause and effect
"We have five cats that live in our house. This was not our original plan, but it turned out that way. My family got two tortoiseshell-colored kittens, Kit-Fat and Minkie when I was nine and my sister was seven. Two years later, we were preparing to move to the country, and our pastor's daughter had three kittens to give away. Our pastor convinced us that we needed cats outside in the country. At that age, Risa and I were greatly in love with kittens. Subsequently, three tabby kittens named Duff, Muff, and Buff came to live with us. But alas, our move was delayed and these adorable fluff balls lived inside for the next six weeks. When we finally moved, the whole family was too attached to these kittens to out them outside and subject them to the dangerous world. Therefore, we became a household with five cats. To this day, we are still reaping the consequences of that choice. Occasionally, there is an article in the newspaper about a house where the people have many cats and do not care for them. The cats are allowed to take over the home and a severe mess results. This is obviously the extreme result of having too many inside cats. However, even in households where the cats are well taken care of, problems can result from a profusion of inside cats. The biggest problem with a multiple cat household is the interaction between the various cats. Many problems stem from this interaction. Cats can be very territorial creatures. In a multi-cat situation, there is also a pecking order and a dominant cat. We have four females and only one male, so our male naturally became the dominant cat. This caused a problem because before Duff came, our oldest female was dominant.",cause and effect
"Whoosh! That is the precise sound I heard as the crazed flock of travelers headed for the train terminal. My best friend, Stacy, and I were left disoriented and understandably confused once the crowd thinned. We were at Madison Square Garden at the train terminal awaiting our train back to the hotel; it was our first trip to New York City. As one may imagine, it was a fascinating and surreal voyage into extreme urban life. It was so enthralling and exciting that afterward I felt compelled to make a permanent trek to a large city. Due to my experiences in cities like Atlanta and New York, I have an increasing desire to live in a large city because of the various forms of entertainment, myriad of transportation, and the never-ending excitement typical of such a fast-paced lifestyle.",cause and effect
"In today's society, our natural reaction is to put people into a specific class that we feel they fit into upon our first impression. When we were in high school, they were called clicks. There were your jocks and your cheerleaders, who were usually the most popular students. Along with stoners, nerds, and then the people who really didn't fit into any crowd, they were just there. When we were in high school, all of us wanted to be in the ""cool crowd"". As described in When I was growing Up by Nellie Wong, ""I discovered the rich white girls...imported cotton dresses...and thought that I too should have what these lucky girls had..."" In stereotyping people, we perhaps have ruined some great minds. However, when high school was over and the real world came true, high school jocks and cheerleaders didn't have much of a lead on the rest of us. Their popularity became nothing after high school. Our stereotyping of each other could have been very harmful. Some students were intelligent but never given a chance to prove it because of the way they dressed or because they smoked. We could see it in our teachers eyes, and our own, when a student walked in with glasses and a pocket protector we assumed that he was smart and way above the intellect of the class. Same as when we saw a person dressed in all black leather with chains walking in; we think that they will never make anything out of themselves.",cause and effect
